PRICE,BEDS,PROPERTYSQFT,SUBLOCALITY_ENCODED,TYPE_ENCODED
1198000,6,,10.0,4.0
1288000,5,,10.0,1.0
2100000,4,3512.0,10.0,1.0
230000,1,,8.0,3.0
1080000,6,3600.0,2.0,1.0
378888,1,718.0,9.0,0.0
750000,3,1027.0,4.0,0.0
775000,1,,4.0,3.0
7495000,6,,4.0,3.0
698888,3,1440.0,2.0,1.0
850000,1,626.0,6.0,0.0
2999999,4,2800.0,3.0,2.0
1149999,6,,10.0,4.0
2025000,2,1500.0,3.0,2.0
2695000,3,1950.0,3.0,2.0
192500,1,,7.0,3.0
395000,1,550.0,4.0,3.0
1200000,7,,3.0,4.0
699000,2,800.0,4.0,3.0
649000,4,,10.0,4.0
689000,3,1484.0,2.0,1.0
1895000,3,,6.0,3.0
668000,2,,8.0,0.0
2550000,3,1525.0,4.0,0.0
5500000,8,5925.0,1.0,2.0
1680000,1,3536.0,1.0,1.0
799000,1,684.0,4.0,0.0
680000,3,2200.0,2.0,1.0
1650000,1,1000.0,4.0,3.0
6750000,3,3000.0,4.0,0.0
580000,6,2940.0,3.0,1.0
700000,4,2266.0,3.0,2.0
550000,3,1410.0,2.0,1.0
315000,3,1344.0,2.0,2.0
1695000,2,1117.0,6.0,0.0
385000,2,,6.0,3.0
2000000,5,3024.0,1.0,2.0
249999,2,750.0,6.0,3.0
749000,3,,11.0,1.0
220000,3,1396.0,3.0,1.0
270000,1,,8.0,3.0
998000,4,,10.0,1.0
1150000,12,4125.0,3.0,4.0
799999,5,2288.0,2.0,1.0
395000,3,,4.0,3.0
2800000,2,1188.0,4.0,0.0
329888,3,,8.0,3.0
311000,1,780.0,6.0,3.0
649000,3,804.0,6.0,0.0
159000,1,800.0,7.0,3.0
1148000,3,1890.0,3.0,1.0
669000,3,1480.0,3.0,3.0
305000,1,750.0,6.0,3.0
599000,3,,8.0,3.0
1375000,3,1960.0,3.0,1.0
339000,2,906.0,11.0,3.0
849500,2,975.0,4.0,0.0
379000,4,1200.0,9.0,6.0
699000,2,967.0,8.0,0.0
565000,1,,4.0,3.0
750000,4,,10.0,9.0
1250000,9,3234.0,11.0,4.0
999000,2,1262.0,4.0,0.0
1350000,6,,10.0,1.0
669900,3,1376.0,10.0,1.0
399000,3,,4.0,3.0
779000,5,2000.0,10.0,9.0
1200000,5,,3.0,4.0
895000,2,,4.0,3.0
369000,3,,6.0,0.0
299000,1,750.0,6.0,3.0
1780000,4,,11.0,9.0
988000,5,3244.0,3.0,1.0
279000,2,810.0,8.0,3.0
285000,3,,4.0,3.0
988000,3,1311.0,10.0,1.0
735000,1,800.0,4.0,3.0
2950000,2,,4.0,3.0
899000,2,,4.0,3.0
850000,4,,10.0,1.0
670000,3,,3.0,4.0
968000,4,2550.0,11.0,1.0
320000,2,1200.0,7.0,3.0
228888,1,900.0,8.0,3.0
199888,2,,8.0,3.0
5995000,4,,4.0,3.0
1430000,6,2840.0,11.0,4.0
1350888,4,,10.0,4.0
699000,2,1100.0,6.0,3.0
699000,3,1296.0,3.0,1.0
2000000,3,1800.0,4.0,3.0
538888,3,1500.0,8.0,3.0
2450000,5,2982.0,3.0,2.0
574999,3,1040.0,2.0,1.0
275000,1,,8.0,3.0
1499888,4,2688.0,10.0,1.0
270000,3,275.0,6.0,3.0
675000,4,1832.0,11.0,1.0
149000,1,750.0,7.0,3.0
299999,2,863.0,7.0,3.0
595000,3,,6.0,3.0
536000,2,1200.0,7.0,3.0
288000,2,,8.0,3.0
19499999,4,10000.0,1.0,1.0
6995000,4,3400.0,3.0,2.0
799000,3,2050.0,3.0,1.0
4000000,4,3704.0,1.0,0.0
165000,1,625.0,7.0,3.0
1475000,2,1048.0,6.0,0.0
595000,3,721.0,4.0,0.0
3500000,10,6201.0,1.0,2.0
1090000,12,4875.0,10.0,4.0
2499000,6,4500.0,3.0,9.0
699999,5,2218.0,11.0,1.0
899000,4,1672.0,10.0,1.0
549000,3,1152.0,2.0,1.0
3700000,6,2400.0,3.0,2.0
768000,5,1870.0,2.0,1.0
949000,4,2476.0,2.0,1.0
980000,6,,3.0,4.0
849000,8,4428.0,11.0,4.0
269000,1,,10.0,3.0
150000,3,,11.0,1.0
770000,2,,4.0,3.0
750000,1,630.0,4.0,4.0
638000,3,1728.0,7.0,1.0
199000,1,,8.0,3.0
239000,1,801.0,8.0,3.0
6999500,5,4065.0,1.0,2.0
693000,4,,10.0,1.0
1150000,5,,10.0,4.0
549000,1,,4.0,3.0
889000,3,,10.0,1.0
1075000,7,2000.0,3.0,4.0
6995000,5,5000.0,1.0,1.0
155000,3,,8.0,3.0
349000,2,800.0,3.0,3.0
825000,2,,4.0,3.0
215000,2,789.0,11.0,0.0
1099000,3,2700.0,3.0,1.0
2900000,3,1979.0,4.0,2.0
215000,2,789.0,11.0,0.0
825000,2,,4.0,3.0
349000,2,800.0,3.0,3.0
555000,3,1504.0,10.0,9.0
697777,3,,10.0,4.0
14995000,6,8500.0,6.0,0.0
850000,3,1152.0,2.0,1.0
1175000,3,2774.0,2.0,6.0
545000,1,,4.0,3.0
749000,1,879.0,8.0,0.0
13000000,5,6000.0,1.0,1.0
549999,3,1677.0,9.0,2.0
365000,3,920.0,7.0,0.0
695000,2,845.0,6.0,0.0
848000,5,,10.0,4.0
699000,3,1779.0,6.0,0.0
1075000,2,1250.0,4.0,3.0
998000,3,1600.0,4.0,9.0
540000,3,,9.0,0.0
165000,3,550.0,7.0,3.0
779000,1,517.0,4.0,0.0
1399999,2,1041.0,4.0,0.0
569000,3,,8.0,3.0
285000,3,1536.0,2.0,1.0
6295000,4,4650.0,3.0,2.0
11500000,6,4908.0,4.0,0.0
199999,1,750.0,6.0,0.0
569000,1,490.0,8.0,0.0
345000,2,975.0,7.0,9.0
1448000,3,,10.0,1.0
183000,1,831.0,7.0,3.0
1995000,5,3075.0,7.0,0.0
2250000,5,2105.0,3.0,2.0
650000,3,1632.0,2.0,0.0
14000000,3,,11.0,4.0
785000,7,3388.0,11.0,4.0
2599999,6,6353.0,2.0,1.0
1850000,5,3000.0,8.0,3.0
435000,1,661.0,8.0,0.0
1899000,8,,3.0,4.0
875000,6,2340.0,11.0,9.0
1479000,2,,4.0,0.0
2250000,3,2025.0,4.0,3.0
799000,2,922.0,4.0,0.0
12000000,10,5227.0,1.0,2.0
205000,1,1000.0,7.0,3.0
897000,3,1664.0,3.0,1.0
1195000,1,,4.0,3.0
1100000,6,,3.0,4.0
1999000,5,3000.0,3.0,2.0
1215000,13,5250.0,11.0,4.0
1250000,3,2110.0,3.0,1.0
9000000,5,17860.0,3.0,2.0
575000,3,1350.0,8.0,3.0
19995000,11,11110.0,1.0,2.0
399000,1,,4.0,3.0
12995000,5,4100.0,1.0,2.0
1245000,4,2388.0,4.0,9.0
798000,2,1190.0,8.0,0.0
475000,5,1790.0,11.0,1.0
399000,1,616.0,8.0,0.0
780000,3,1344.0,10.0,1.0
450000,1,776.0,9.0,0.0
889000,6,,10.0,4.0
6900000,10,6060.0,1.0,2.0
765000,3,1888.0,2.0,1.0
399000,3,1492.0,8.0,3.0
585000,1,,4.0,3.0
585000,1,,4.0,3.0
1450000,12,,10.0,4.0
1388888,6,2160.0,3.0,4.0
779000,4,,10.0,4.0
395000,3,,4.0,3.0
948000,4,1492.0,3.0,1.0
550000,1,720.0,8.0,0.0
549999,3,1020.0,8.0,3.0
950000,6,,3.0,4.0
2295000,5,4043.0,3.0,2.0
799000,6,2200.0,10.0,4.0
290900,2,850.0,7.0,0.0
474900,2,1054.0,7.0,0.0
365000,1,,4.0,3.0
199000,1,,7.0,3.0
7995000,3,2789.0,6.0,0.0
480000,1,506.0,6.0,0.0
1450000,2,,1.0,3.0
695000,3,,10.0,1.0
1249000,3,2400.0,11.0,1.0
635000,3,1200.0,3.0,1.0
1759000,3,2100.0,6.0,1.0
499000,2,,6.0,3.0
999000,3,,3.0,4.0
17995000,6,8068.0,1.0,2.0
2175000,5,3317.0,3.0,2.0
639000,3,,10.0,3.0
999000,3,,3.0,4.0
1099000,2,,6.0,3.0
318000,1,638.0,2.0,0.0
475000,3,,4.0,3.0
875000,4,2034.0,11.0,4.0
739900,4,2000.0,2.0,4.0
409000,2,,8.0,3.0
275000,2,969.0,6.0,0.0
989000,4,,10.0,4.0
1750000,9,5000.0,3.0,2.0
285000,3,,4.0,3.0
12495000,4,7825.0,1.0,1.0
695000,2,1200.0,6.0,9.0
3450000,6,4400.0,1.0,2.0
435000,2,925.0,10.0,3.0
220000,2,922.0,7.0,3.0
1988800,3,2071.0,4.0,1.0
3300000,2,,4.0,3.0
135000,1,792.0,8.0,3.0
468000,2,1200.0,8.0,3.0
5999999,4,4375.0,1.0,2.0
318000,1,748.0,8.0,3.0
649000,2,705.0,8.0,0.0
1875000,3,1496.0,3.0,1.0
1350000,3,1584.0,3.0,1.0
3345000,4,3000.0,4.0,3.0
899000,1,,4.0,3.0
799000,3,1816.0,2.0,1.0
5000000,3,2162.0,4.0,0.0
464998,2,1657.0,6.0,9.0
5250000,3,1757.0,1.0,0.0
1995000,2,1200.0,4.0,3.0
504000,3,1004.0,7.0,0.0
1295000,2,,4.0,3.0
1995000,2,1200.0,4.0,3.0
464998,2,1657.0,6.0,9.0
5250000,3,1757.0,1.0,0.0
699000,3,864.0,2.0,9.0
949000,7,2745.0,11.0,4.0
1488000,2,1464.0,3.0,9.0
800000,5,1584.0,2.0,8.0
319999,1,660.0,6.0,3.0
999000,3,1301.0,6.0,0.0
475000,1,950.0,8.0,3.0
399000,3,,4.0,3.0
479900,3,1088.0,3.0,1.0
615000,2,1568.0,2.0,0.0
1150000,3,1700.0,3.0,1.0
225000,1,,8.0,3.0
284888,1,,8.0,3.0
585000,1,869.0,10.0,0.0
720000,4,936.0,3.0,1.0
659000,3,1468.0,2.0,1.0
249000,2,900.0,7.0,3.0
1495000,3,1650.0,4.0,3.0
295000,1,980.0,8.0,3.0
699000,4,1619.0,3.0,9.0
738000,4,,10.0,1.0
400000,2,,6.0,9.0
289000,1,750.0,6.0,3.0
187000,4,1076.0,7.0,3.0
3500000,8,4952.0,1.0,2.0
4995000,6,4000.0,1.0,2.0
3400000,3,,4.0,3.0
155000,1,,8.0,3.0
689000,3,1500.0,8.0,3.0
2150000,5,2940.0,3.0,2.0
675000,3,,4.0,3.0
889000,3,2052.0,2.0,1.0
260000,1,800.0,6.0,3.0
4200000,3,2584.0,4.0,0.0
749000,1,908.0,8.0,0.0
639000,3,1360.0,2.0,6.0
799000,5,,3.0,4.0
700000,3,1245.0,7.0,0.0
297000,3,600.0,6.0,0.0
455000,1,725.0,4.0,3.0
6500000,3,2190.0,4.0,0.0
1299000,11,4560.0,11.0,2.0
1279000,16,3550.0,11.0,4.0
799000,3,1200.0,4.0,9.0
475000,2,1150.0,6.0,3.0
209000,1,,6.0,3.0
1325000,4,2200.0,3.0,1.0
259000,1,625.0,6.0,3.0
899000,4,1960.0,10.0,2.0
1325000,6,,10.0,4.0
345000,3,1100.0,7.0,3.0
1088000,4,,8.0,0.0
669000,3,2191.0,2.0,1.0
1388000,3,2520.0,3.0,4.0
1475000,5,2637.0,10.0,1.0
1088000,4,,8.0,0.0
1375000,2,,1.0,0.0
1099000,3,2037.0,3.0,1.0
25000000,3,,3.0,2.0
900000,4,,11.0,2.0
599000,2,1350.0,4.0,3.0
1295000,2,,4.0,3.0
479900,1,550.0,4.0,0.0
4200000,3,2560.0,1.0,1.0
188000,3,300.0,6.0,3.0
479900,1,550.0,4.0,0.0
1295000,2,,4.0,3.0
739999,4,1976.0,2.0,1.0
475000,3,1204.0,2.0,8.0
2250000,6,3432.0,3.0,1.0
875000,2,1050.0,6.0,0.0
499000,3,1786.0,2.0,1.0
749000,4,,3.0,1.0
4400000,3,3500.0,4.0,3.0
855000,3,1383.0,2.0,1.0
525000,2,1300.0,6.0,3.0
715000,2,1021.0,6.0,0.0
7950000,4,,1.0,2.0
550000,3,1424.0,2.0,6.0
17500000,7,6300.0,4.0,0.0
1528000,4,,10.0,1.0
1287777,5,,10.0,1.0
330000,3,,3.0,1.0
375000,1,,8.0,3.0
875000,3,,10.0,9.0
750000,3,,8.0,3.0
1350000,3,,3.0,4.0
27000000,5,,1.0,2.0
599000,1,755.0,4.0,3.0
1200000,6,,10.0,4.0
1200000,6,,10.0,4.0
749000,4,2013.0,2.0,1.0
1900000,6,2565.0,3.0,4.0
590000,3,1360.0,11.0,1.0
1395000,3,1494.0,4.0,0.0
3595000,6,,3.0,1.0
1300000,14,5103.0,11.0,4.0
868000,3,1452.0,10.0,1.0
1248000,6,2400.0,3.0,4.0
1449000,7,2400.0,3.0,4.0
338000,1,,8.0,3.0
270000,3,1158.0,11.0,1.0
765000,3,2500.0,11.0,1.0
988000,2,2451.0,10.0,9.0
339000,1,,8.0,3.0
1099000,6,3219.0,2.0,6.0
1181000,2,1541.0,7.0,0.0
219000,1,,10.0,3.0
588000,3,1080.0,3.0,1.0
805000,6,2042.0,11.0,4.0
929000,3,1309.0,3.0,1.0
670000,1,908.0,8.0,9.0
649000,3,1152.0,2.0,1.0
439900,2,1000.0,8.0,3.0
2850000,3,,4.0,3.0
358000,2,,8.0,3.0
299000,1,,10.0,3.0
1389000,7,,3.0,1.0
459999,1,640.0,11.0,1.0
1999000,4,2600.0,2.0,1.0
2395000,5,2560.0,3.0,2.0
1180000,6,1810.0,10.0,4.0
650000,2,1200.0,8.0,3.0
589000,2,1100.0,6.0,3.0
515000,3,882.0,10.0,1.0
750000,2,1530.0,2.0,4.0
1499999,2,901.0,4.0,0.0
1525000,3,2572.0,3.0,1.0
1395000,1,,4.0,0.0
900000,5,2487.0,11.0,4.0
1099999,4,1874.0,3.0,2.0
498888,1,750.0,8.0,9.0
199000,1,,8.0,3.0
1495000,4,2600.0,4.0,3.0
869000,3,,3.0,2.0
239000,3,450.0,6.0,3.0
1299000,4,2080.0,3.0,9.0
2350000,6,2700.0,10.0,4.0
1788000,4,2716.0,10.0,1.0
325000,4,,4.0,3.0
299900,1,525.0,7.0,0.0
439999,1,1215.0,8.0,3.0
899000,4,1224.0,2.0,1.0
4950000,4,3800.0,3.0,2.0
1895000,5,2400.0,6.0,2.0
759000,3,,8.0,0.0
699000,3,1250.0,2.0,9.0
1590000,5,2880.0,10.0,4.0
234900,1,753.0,8.0,3.0
675000,2,,8.0,3.0
1500000,3,2000.0,3.0,4.0
2300000,3,21000.0,11.0,4.0
1075000,5,2905.0,10.0,4.0
1325000,5,2208.0,3.0,4.0
525000,2,1000.0,6.0,3.0
385000,2,,8.0,3.0
199000,1,,8.0,3.0
670000,2,,8.0,3.0
975000,3,,10.0,1.0
799000,3,,2.0,1.0
305000,2,600.0,8.0,3.0
299999,3,,2.0,1.0
1980000,5,2652.0,3.0,1.0
1299000,5,,3.0,4.0
140000,1,,7.0,3.0
279000,1,,8.0,3.0
1995000,2,1562.0,4.0,0.0
329000,2,,10.0,3.0
750000,1,943.0,6.0,0.0
999990,6,,10.0,4.0
430000,3,,4.0,3.0
349000,3,1180.0,9.0,6.0
599000,3,1052.0,11.0,1.0
4295000,9,6270.0,3.0,4.0
175000,1,800.0,6.0,3.0
999000,4,3570.0,2.0,1.0
1335000,3,,3.0,2.0
849999,2,1365.0,2.0,1.0
136999,1,750.0,7.0,3.0
699000,2,1320.0,8.0,0.0
329000,1,,4.0,3.0
825000,1,750.0,4.0,3.0
685000,1,,6.0,3.0
4100000,3,2200.0,4.0,0.0
8850000,3,5094.0,4.0,0.0
189000,1,,8.0,3.0
8999999,6,5500.0,1.0,1.0
408000,1,787.0,3.0,0.0
559000,1,830.0,6.0,0.0
949000,4,2920.0,2.0,9.0
379000,2,1000.0,6.0,3.0
815000,1,630.0,4.0,3.0
599000,2,1200.0,6.0,3.0
280000,2,975.0,7.0,3.0
3999500,3,,11.0,1.0
875000,9,5712.0,6.0,4.0
310000,2,,10.0,3.0
1299900,6,2504.0,2.0,2.0
2225000,2,1420.0,4.0,0.0
1530000,2,1229.0,6.0,0.0
594900,3,1224.0,3.0,1.0
1080000,8,,11.0,4.0
1425000,4,,10.0,9.0
1399888,7,3682.0,3.0,4.0
36000000,8,16000.0,1.0,9.0
575000,2,,8.0,3.0
850000,1,,4.0,3.0
1288000,3,,3.0,2.0
309000,1,1074.0,8.0,3.0
999000,3,,4.0,3.0
2700000,5,2690.0,3.0,1.0
399000,3,,4.0,3.0
554900,3,1890.0,11.0,1.0
399000,1,561.0,6.0,0.0
675000,2,904.0,10.0,0.0
225000,1,,8.0,3.0
999999,3,,10.0,4.0
164999,3,400.0,9.0,0.0
13000000,4,3844.0,1.0,0.0
235000,1,,8.0,3.0
29000000,5,5508.0,1.0,0.0
715000,3,983.0,4.0,3.0
565000,2,,6.0,3.0
1650000,7,,1.0,2.0
1200000,2,1100.0,6.0,3.0
3975000,4,3181.0,3.0,4.0
1049000,2,,4.0,3.0
949900,4,1680.0,2.0,1.0
1199000,6,,10.0,4.0
765000,4,,10.0,9.0
1049000,2,,4.0,3.0
949900,4,1680.0,2.0,1.0
1199000,6,,10.0,4.0
849000,3,1296.0,10.0,2.0
999000,4,,10.0,4.0
1280000,9,,10.0,4.0
1999000,3,2840.0,3.0,9.0
560000,1,700.0,4.0,3.0
26995000,8,8360.0,4.0,1.0
1450000,5,3252.0,2.0,4.0
1599000,5,2424.0,3.0,4.0
255000,1,650.0,8.0,3.0
995000,2,,4.0,3.0
5827000,3,55300.0,10.0,4.0
995000,2,,4.0,3.0
5827000,3,55300.0,10.0,4.0
569000,2,,8.0,3.0
7195000,3,,4.0,3.0
398000,3,,8.0,3.0
3200000,4,3200.0,3.0,2.0
799999,3,2337.0,2.0,1.0
758888,4,,10.0,9.0
619999,3,,3.0,1.0
198000,1,1000.0,2.0,0.0
485000,2,560.0,3.0,1.0
859000,3,,3.0,1.0
359000,2,,8.0,3.0
725000,2,,8.0,3.0
575000,2,,8.0,3.0
1288000,5,2500.0,10.0,4.0
589000,2,1808.0,2.0,1.0
239000,1,,8.0,3.0
2050000,7,5200.0,1.0,2.0
259000,3,250.0,4.0,3.0
900000,2,,4.0,3.0
219000,3,550.0,6.0,3.0
1795000,3,1773.0,4.0,0.0
2290000,4,,10.0,4.0
10850000,4,13000.0,1.0,2.0
699000,2,1519.0,4.0,0.0
998000,3,,10.0,1.0
1100000,3,,3.0,1.0
2198888,11,,10.0,4.0
425000,3,1300.0,8.0,3.0
2750000,3,2782.0,3.0,0.0
279999,1,790.0,6.0,3.0
715000,3,,10.0,1.0
980000,3,1574.0,6.0,0.0
949000,6,,10.0,4.0
1600000,4,2350.0,4.0,3.0
640000,2,,4.0,3.0
1299999,7,,6.0,4.0
250000,1,740.0,4.0,3.0
1188000,3,,10.0,9.0
1350000,7,2800.0,10.0,4.0
725000,3,1498.0,2.0,6.0
309000,1,850.0,8.0,3.0
914999,4,,10.0,1.0
600000,3,,4.0,0.0
1750000,4,3225.0,3.0,1.0
950000,3,1401.0,6.0,0.0
850000,5,,3.0,4.0
5000000,2,2522.0,4.0,0.0
1050000,3,1870.0,11.0,1.0
1390000,4,1950.0,6.0,0.0
400000,3,,4.0,3.0
750000,3,,10.0,1.0
9995000,3,2926.0,4.0,0.0
529000,2,1200.0,8.0,3.0
1328888,3,1440.0,3.0,1.0
478888,2,1159.0,2.0,2.0
1350000,1,850.0,4.0,0.0
2250000,2,,4.0,3.0
728000,2,1440.0,10.0,1.0
239900,1,,10.0,3.0
3399000,6,5000.0,3.0,5.0
2750000,2,1892.0,4.0,0.0
2095000,2,1600.0,4.0,0.0
199900,3,550.0,8.0,3.0
2500000,3,,4.0,3.0
1399999,4,2776.0,2.0,4.0
2300000,3,2800.0,10.0,1.0
735000,3,,10.0,1.0
399990,2,1000.0,8.0,3.0
850000,3,2646.0,3.0,4.0
215000,3,625.0,16.0,3.0
199900,3,550.0,8.0,3.0
130000,1,720.0,7.0,3.0
16995000,4,3310.0,0.0,0.0
1195000,3,,4.0,3.0
679000,1,,4.0,3.0
299998,2,1200.0,9.0,6.0
690000,2,942.0,6.0,0.0
185000,2,854.0,6.0,3.0
859000,3,,10.0,9.0
928888,4,1480.0,10.0,4.0
780000,2,955.0,8.0,0.0
1190000,3,1360.0,3.0,1.0
1400000,2,,4.0,3.0
599000,2,1100.0,4.0,3.0
639999,3,1180.0,7.0,0.0
799000,1,,4.0,3.0
14950000,3,3228.0,1.0,0.0
749000,3,1600.0,2.0,1.0
2999999,4,3100.0,4.0,0.0
599000,2,,4.0,9.0
2700000,2,,4.0,3.0
3995000,4,3412.0,3.0,2.0
2235000,3,2750.0,3.0,1.0
620000,3,1400.0,11.0,1.0
1695000,4,,4.0,3.0
1999999,3,1865.0,3.0,0.0
1150000,2,1850.0,8.0,0.0
339000,2,822.0,11.0,3.0
1390000,5,,10.0,1.0
938000,3,1836.0,10.0,1.0
919000,6,5400.0,3.0,1.0
425000,3,1150.0,7.0,3.0
19995000,6,8300.0,1.0,2.0
1249000,5,,3.0,4.0
799000,2,1000.0,4.0,3.0
475000,1,750.0,6.0,3.0
3800000,6,3340.0,3.0,2.0
325000,3,1200.0,6.0,3.0
1200000,2,1200.0,4.0,0.0
6975000,2,3050.0,4.0,1.0
1150000,2,,4.0,0.0
2400000,4,3424.0,3.0,1.0
3500000,4,2700.0,1.0,3.0
769000,3,,10.0,1.0
2975000,4,2968.0,4.0,1.0
1860000,6,,10.0,4.0
4000000,32,7188.0,1.0,1.0
1250000,2,1257.0,8.0,0.0
220000,1,750.0,10.0,3.0
1179987,5,4143.0,2.0,4.0
949000,7,3733.0,11.0,4.0
920000,5,,3.0,1.0
699000,3,1312.0,2.0,6.0
4000000,3,2300.0,4.0,3.0
649000,3,1456.0,2.0,1.0
1175000,1,1070.0,4.0,0.0
995000,2,800.0,3.0,1.0
1595000,3,1375.0,6.0,0.0
435000,3,,4.0,3.0
649000,3,1456.0,2.0,1.0
995000,2,800.0,3.0,1.0
1338000,3,2082.0,9.0,0.0
499000,2,1146.0,11.0,1.0
2280000,6,,10.0,4.0
660000,3,,3.0,1.0
349000,2,800.0,6.0,3.0
14750000,6,8790.0,1.0,1.0
160000,2,900.0,2.0,1.0
12500000,4,3550.0,4.0,0.0
370000,3,462.0,6.0,0.0
600000,1,715.0,4.0,3.0
1950000,2,1000.0,4.0,0.0
2000000,3,1800.0,4.0,3.0
1250828,7,,10.0,4.0
1149000,4,1800.0,3.0,1.0
329999,2,950.0,7.0,3.0
390000,2,1100.0,10.0,3.0
400000,3,,4.0,3.0
239000,1,700.0,6.0,3.0
1188888,4,,10.0,4.0
18500000,4,4856.0,1.0,0.0
567000,3,,8.0,3.0
8900000,5,4297.0,1.0,0.0
189000,3,,8.0,3.0
985000,3,,10.0,1.0
839000,3,1120.0,4.0,3.0
995000,3,,4.0,3.0
1439000,4,1625.0,6.0,0.0
379000,2,900.0,8.0,3.0
3195000,4,,1.0,3.0
1439000,4,1625.0,6.0,0.0
1245000,5,1800.0,10.0,4.0
1995000,4,,3.0,2.0
365000,4,1600.0,2.0,4.0
950000,2,1025.0,10.0,0.0
4195000,6,,1.0,1.0
209000,1,658.0,7.0,0.0
1390000,5,1992.0,3.0,9.0
8250000,6,3920.0,1.0,0.0
429000,2,850.0,3.0,3.0
950000,1,,4.0,1.0
699000,3,2835.0,3.0,1.0
450000,1,724.0,6.0,0.0
1190000,4,1500.0,3.0,1.0
2995000,2,,4.0,3.0
349980,3,,8.0,0.0
339000,1,693.0,9.0,6.0
649000,3,1257.0,3.0,1.0
4695000,3,2600.0,4.0,3.0
189999,1,,8.0,3.0
189999,1,,8.0,3.0
699000,3,2835.0,3.0,1.0
349980,3,,8.0,0.0
399888,3,1613.0,11.0,1.0
1199900,4,2393.0,2.0,9.0
1395000,3,2472.0,4.0,0.0
2759000,6,,3.0,1.0
2995000,4,2135.0,4.0,0.0
399000,1,,8.0,3.0
16995000,5,4230.0,1.0,4.0
650000,2,1060.0,4.0,3.0
2599000,4,3510.0,3.0,1.0
1195000,4,2625.0,3.0,2.0
1288000,3,1188.0,3.0,1.0
2099000,2,1447.0,6.0,0.0
1275000,5,1920.0,3.0,4.0
1999999,12,,6.0,4.0
16995000,5,4230.0,1.0,4.0
10750000,8,7327.0,1.0,2.0
650000,1,,4.0,3.0
4800000,3,3475.0,4.0,3.0
1279900,3,3812.0,1.0,4.0
1680000,7,3780.0,10.0,4.0
299000,1,850.0,8.0,3.0
845000,1,,4.0,3.0
415000,3,,4.0,3.0
449000,1,1213.0,8.0,3.0
1250000,3,1287.0,6.0,0.0
4395000,5,,3.0,2.0
315000,1,,8.0,3.0
499000,2,900.0,6.0,3.0
699000,3,1700.0,2.0,1.0
625000,4,1268.0,6.0,0.0
749000,3,,10.0,1.0
949000,4,1600.0,3.0,4.0
1495000,3,,6.0,3.0
2395000,6,3972.0,1.0,2.0
625000,4,1268.0,6.0,0.0
1250000,3,3328.0,2.0,1.0
749000,3,,10.0,1.0
3165000,9,,3.0,4.0
205000,1,,7.0,3.0
1198000,1,,8.0,0.0
2199000,3,3454.0,3.0,1.0
5495000,3,3000.0,4.0,3.0
625000,1,,4.0,3.0
1449999,3,1890.0,3.0,1.0
1399000,5,,10.0,1.0
525000,3,322.0,4.0,3.0
12000000,4,5500.0,1.0,2.0
1299000,3,1700.0,3.0,1.0
269000,1,,8.0,3.0
450000,1,,4.0,3.0
899999,4,2194.0,2.0,4.0
925000,2,1077.0,3.0,1.0
279000,1,600.0,6.0,3.0
1795000,2,,4.0,0.0
1250000,2,,4.0,9.0
560000,3,622.0,6.0,0.0
999000,3,1260.0,10.0,1.0
1188000,6,2186.0,10.0,4.0
948888,3,950.0,3.0,1.0
735000,2,832.0,6.0,0.0
1399000,13,,6.0,4.0
3600000,3,,4.0,3.0
1850000,8,5000.0,1.0,4.0
789000,2,,4.0,3.0
569000,3,,10.0,1.0
1700000,2,1135.0,4.0,0.0
12995000,4,4155.0,1.0,0.0
295000,2,613.0,4.0,3.0
625000,1,650.0,4.0,3.0
399000,3,391.0,10.0,0.0
5700000,3,2357.0,4.0,0.0
618000,3,,6.0,0.0
149999,1,694.0,7.0,3.0
650000,3,550.0,4.0,0.0
1990000,5,,10.0,4.0
550000,1,,4.0,3.0
279000,1,,7.0,3.0
399000,2,1090.0,8.0,3.0
2495000,3,4125.0,3.0,2.0
3695000,10,,1.0,2.0
299000,3,394.0,4.0,3.0
239500,1,864.0,9.0,0.0
235000,1,850.0,15.0,3.0
680000,1,,4.0,1.0
629000,3,1280.0,2.0,1.0
1039000,3,2300.0,3.0,9.0
2200000,3,3760.0,2.0,1.0
380000,3,600.0,3.0,1.0
599000,2,,8.0,3.0
530000,3,1280.0,2.0,2.0
598000,1,,4.0,0.0
1449000,4,1632.0,3.0,0.0
459000,1,,6.0,3.0
825000,5,,2.0,9.0
745000,2,,6.0,0.0
440000,2,,8.0,3.0
7750000,3,2855.0,1.0,0.0
399900,3,,2.0,7.0
990000,1,791.0,4.0,0.0
399900,3,,2.0,7.0
1150000,4,,10.0,4.0
990000,1,791.0,4.0,0.0
2300000,1,1100.0,4.0,0.0
4999000,3,2160.0,4.0,9.0
350000,1,738.0,9.0,0.0
1900000,5,3640.0,1.0,4.0
2498000,6,3184.0,10.0,4.0
3500000,3,,4.0,3.0
995000,5,2128.0,3.0,9.0
193999,3,435.0,9.0,6.0
245000,3,713.0,10.0,3.0
8495000,3,4781.0,4.0,0.0
12500000,4,2938.0,1.0,0.0
849000,3,,4.0,1.0
500000,1,,3.0,0.0
1895000,3,1929.0,4.0,0.0
189900,1,600.0,6.0,3.0
5500000,3,,4.0,3.0
10850000,4,4372.0,1.0,0.0
999000,5,1980.0,11.0,4.0
2195000,3,1708.0,4.0,0.0
1260000,7,2000.0,3.0,4.0
675000,1,,4.0,3.0
